suburb,rooms,type,price,method,seller_g,date,distance,postcode,bedroom2,bathroom,car,landsize,building_area,year_built,council_area,latitude,longitude,region_name,property_count,yr_qtr
Glen Iris,3,h,2825000,S,Jellis,2016-09-17,9.2,3146,4,2,4,885,217,1910,Boroondara City Council,-37.8577,145.0421,Southern Metropolitan,10412,2016.3
Glen Iris,2,u,520000,PI,hockingstuart,2016-09-17,9.2,3146,NA,NA,NA,NA,NA,NA,Boroondara City Council,-37.8538,145.0459,Southern Metropolitan,10412,2016.3
Glen Iris,4,h,1825000,S,RT,2016-09-17,9.2,3146,3,3,2,366,26,1999,Boroondara City Council,-37.8503,145.0586,Southern Metropolitan,10412,2016.3
Glen Iris,1,u,328000,S,Jellis,2017-03-18,9.2,3146,1,1,0,0,NA,NA,Boroondara City Council,-37.8588,145.0512,Southern Metropolitan,10412,2017.1
Glen Iris,4,h,NA,S,Jellis,2017-03-18,9.2,3146,4,2,2,780,NA,1930,Boroondara City Council,-37.8613,145.0708,Southern Metropolitan,10412,2017.1
Glen Iris,4,h,NA,PI,Marshall,2017-03-18,9.2,3146,NA,NA,NA,NA,NA,NA,Boroondara City Council,NA,NA,Southern Metropolitan,10412,2017.1
Glen Iris,4,h,NA,PI,Marshall,2017-03-18,9.2,3146,4,1,2,700,NA,NA,Boroondara City Council,-37.8524,145.0567,Southern Metropolitan,10412,2017.1
Glen Iris,4,h,2016000,S,Jellis,2017-03-18,9.2,3146,4,2,3,733,NA,NA,Boroondara City Council,-37.8561,145.0864,Southern Metropolitan,10412,2017.1
Glen Iris,4,h,NA,PI,Marshall,2017-03-18,9.2,3146,3,2,2,340,235,1935,Boroondara City Council,-37.8557,145.0493,Southern Metropolitan,10412,2017.1
Glen Iris,5,h,3085000,S,Marshall,2017-03-18,9.2,3146,5,3,3,778,326,2000,Boroondara City Council,-37.8582,145.0715,Southern Metropolitan,10412,2017.1
Glen Iris,5,h,NA,PI,Fletchers,2017-03-18,9.2,3146,5,3,3,763,338,1980,Boroondara City Council,-37.8499,145.0708,Southern Metropolitan,10412,2017.1
Glen Iris,3,h,1710000,S,Noel,2017-03-18,9.2,3146,3,1,3,557,NA,NA,Boroondara City Council,-37.8556,145.0499,Southern Metropolitan,10412,2017.1
Glen Iris,3,h,1770000,SP,Noel,2017-03-18,9.2,3146,3,1,3,603,NA,NA,Boroondara City Council,-37.8503,145.0754,Southern Metropolitan,10412,2017.1
Glen Iris,3,h,1765000,S,Philip,2017-03-18,9.2,3146,3,1,2,650,NA,NA,Boroondara City Council,-37.8505,145.0852,Southern Metropolitan,10412,2017.1
Glen Iris,2,u,545000,PI,Jellis,2016-06-18,9.2,3146,NA,NA,NA,NA,NA,NA,Boroondara City Council,NA,NA,Southern Metropolitan,10412,2016.2
Glen Iris,4,h,NA,PI,Marshall,2016-06-18,9.2,3146,4,3,2,1723,258,2004,Boroondara City Council,-37.865,145.0681,Southern Metropolitan,10412,2016.2
Glen Iris,4,h,NA,S,Jellis,2016-06-18,9.2,3146,4,4,2,834,334,1905,Boroondara City Council,-37.8596,145.0542,Southern Metropolitan,10412,2016.2
Glen Iris,3,h,NA,S,Jellis,2016-06-18,9.2,3146,3,3,2,859,NA,1980,Boroondara City Council,-37.8556,145.0653,Southern Metropolitan,10412,2016.2
Glen Iris,2,u,511000,S,Marshall,2016-06-18,9.2,3146,2,1,1,0,NA,NA,Boroondara City Council,-37.8517,145.0459,Southern Metropolitan,10412,2016.2
Glen Iris,3,h,NA,SP,Marshall,2016-06-18,9.2,3146,3,1,2,695,174,1940,Boroondara City Council,-37.8628,145.0666,Southern Metropolitan,10412,2016.2
Glen Iris,3,h,2000000,PI,Jellis,2016-06-18,9.2,3146,2,1,2,821,NA,NA,Boroondara City Council,-37.8581,145.0685,Southern Metropolitan,10412,2016.2
Glen Iris,2,h,1600000,PI,Noel,2016-06-18,9.2,3146,2,2,2,718,184,1950,Boroondara City Council,-37.858,145.0696,Southern Metropolitan,10412,2016.2
Glen Iris,3,h,1880000,S,RT,2016-06-18,9.2,3146,3,2,2,668,NA,1920,Boroondara City Council,-37.8489,145.0711,Southern Metropolitan,10412,2016.2
Glen Iris,2,t,NA,S,Jellis,2016-06-18,9.2,3146,2,1,1,59,114,2006,Boroondara City Council,-37.8491,145.0768,Southern Metropolitan,10412,2016.2
Glen Iris,3,h,NA,S,Marshall,2016-06-18,9.2,3146,3,2,2,657,209,1935,Boroondara City Council,-37.8632,145.0414,Southern Metropolitan,10412,2016.2
Glen Iris,4,h,NA,S,Jellis,2016-06-18,9.2,3146,NA,NA,NA,NA,NA,NA,Boroondara City Council,NA,NA,Southern Metropolitan,10412,2016.2
Glen Iris,5,h,2352500,PI,Marshall,2016-11-19,9.2,3146,5,3,2,642,336,1930,Boroondara City Council,-37.859,145.0656,Southern Metropolitan,10412,2016.4
Glen Iris,5,h,3860000,S,Marshall,2016-11-19,9.2,3146,5,4,2,830,520,2009,Boroondara City Council,-37.8563,145.072,Southern Metropolitan,10412,2016.4
Glen Iris,4,h,2625000,PI,Marshall,2016-11-19,9.2,3146,4,3,2,840,326,1930,Boroondara City Council,-37.8538,145.0641,Southern Metropolitan,10412,2016.4
Glen Iris,3,u,NA,SN,J,2016-11-19,9.2,3146,NA,NA,NA,NA,NA,NA,Boroondara City Council,NA,NA,Southern Metropolitan,10412,2016.4
Glen Iris,2,u,856500,S,Marshall,2016-11-19,9.2,3146,2,1,1,0,NA,1960,Boroondara City Council,-37.8566,145.0553,Southern Metropolitan,10412,2016.4
Glen Iris,2,h,NA,SN,Garvey,2016-11-19,9.2,3146,2,1,1,688,NA,NA,Boroondara City Council,-37.8531,145.0937,Southern Metropolitan,10412,2016.4
Glen Iris,3,u,652000,S,Jellis,2016-05-22,9.2,3146,NA,NA,NA,NA,NA,NA,Boroondara City Council,NA,NA,Southern Metropolitan,10412,2016.2
Glen Iris,4,h,NA,S,Marshall,2016-05-22,9.2,3146,4,1,2,983,195,1940,Boroondara City Council,-37.8513,145.0614,Southern Metropolitan,10412,2016.2
Glen Iris,5,h,1650000,PI,Noel,2016-05-22,9.2,3146,5,2,2,400,NA,NA,Boroondara City Council,-37.8572,145.0555,Southern Metropolitan,10412,2016.2
Glen Iris,2,t,600000,VB,Gary,2016-08-22,9.2,3146,2,1,1,0,1143,NA,Boroondara City Council,-37.8506,145.0465,Southern Metropolitan,10412,2016.3
Glen Iris,4,h,NA,S,Jellis,2016-04-23,9.2,3146,4,2,2,653,224,1935,Boroondara City Council,-37.8571,145.0782,Southern Metropolitan,10412,2016.2
Glen Iris,2,u,690000,S,O'Donoghues,2016-09-24,9.2,3146,2,1,2,166,NA,NA,Boroondara City Council,-37.863,145.0631,Southern Metropolitan,10412,2016.3
Glen Iris,3,t,1200000,VB,O'Donoghues,2016-09-24,9.2,3146,3,2,2,541,NA,NA,Boroondara City Council,-37.8628,145.0486,Southern Metropolitan,10412,2016.3
Glen Iris,4,h,3010000,S,Kay,2016-09-24,9.2,3146,3,3,2,677,NA,1910,Boroondara City Council,-37.8476,145.0554,Southern Metropolitan,10412,2016.3
Glen Iris,2,u,785000,S,Jellis,2016-09-24,9.2,3146,2,1,1,0,NA,NA,Boroondara City Council,-37.8488,145.0573,Southern Metropolitan,10412,2016.3
Glen Iris,3,h,NA,SN,Thomson,2017-02-25,9.2,3146,3,1,2,470,NA,NA,Boroondara City Council,-37.8541,145.044,Southern Metropolitan,10412,2017.1
Glen Iris,4,h,NA,S,Marshall,2017-02-25,9.2,3146,NA,NA,NA,NA,NA,NA,Boroondara City Council,NA,NA,Southern Metropolitan,10412,2017.1
Glen Iris,4,h,1950000,SP,Marshall,2017-02-25,9.2,3146,4,2,2,775,155,1960,Boroondara City Council,-37.8561,145.0934,Southern Metropolitan,10412,2017.1
Glen Iris,3,h,2200000,S,Marshall,2017-02-25,9.2,3146,3,1,2,700,142,1930,Boroondara City Council,-37.8553,145.0711,Southern Metropolitan,10412,2017.1
Glen Iris,3,h,1751000,S,Jellis,2017-02-25,9.2,3146,3,1,3,609,140,1930,Boroondara City Council,-37.8542,145.0733,Southern Metropolitan,10412,2017.1
Glen Iris,4,h,1857000,S,Kay,2017-02-25,9.2,3146,4,2,3,548,205,1930,Boroondara City Council,-37.8536,145.0547,Southern Metropolitan,10412,2017.1
Glen Iris,1,u,375000,PI,Noel,2017-02-25,9.2,3146,1,1,1,602,NA,NA,Boroondara City Council,-37.8597,145.0571,Southern Metropolitan,10412,2017.1
Glen Iris,3,h,NA,SP,Marshall,2017-02-25,9.2,3146,NA,NA,NA,NA,NA,NA,Boroondara City Council,NA,NA,Southern Metropolitan,10412,2017.1
Glen Iris,2,u,720000,VB,Jellis,2017-02-25,9.2,3146,2,1,2,0,74,1940,Boroondara City Council,-37.8468,145.0515,Southern Metropolitan,10412,2017.1
Glen Iris,3,h,1500000,S,RT,2017-02-25,9.2,3146,3,1,3,401,107,1935,Boroondara City Council,-37.8471,145.051,Southern Metropolitan,10412,2017.1
Glen Iris,3,h,NA,SN,Fletchers,2017-02-25,9.2,3146,NA,NA,NA,NA,NA,NA,Boroondara City Council,NA,NA,Southern Metropolitan,10412,2017.1
Glen Iris,4,h,2725000,S,Marshall,2017-02-25,9.2,3146,4,3,2,603,246,2007,Boroondara City Council,-37.8521,145.0657,Southern Metropolitan,10412,2017.1
Glen Iris,2,h,1723000,S,Jellis,2016-07-26,9.2,3146,2,1,1,553,NA,NA,Boroondara City Council,-37.8464,145.0511,Southern Metropolitan,10412,2016.3
Glen Iris,2,u,529500,S,hockingstuart,2016-07-26,9.2,3146,2,1,1,0,NA,NA,Boroondara City Council,-37.8572,145.0423,Southern Metropolitan,10412,2016.3
Glen Iris,3,h,2800000,S,Greg,2016-07-26,9.2,3146,3,1,2,762,153,1930,Boroondara City Council,-37.8575,145.0554,Southern Metropolitan,10412,2016.3
Glen Iris,3,h,1665000,S,hockingstuart,2016-06-27,9.2,3146,3,1,2,685,143,1941,Boroondara City Council,-37.8538,145.0842,Southern Metropolitan,10412,2016.2
Glen Iris,2,u,600000,S,hockingstuart,2016-06-27,9.2,3146,2,1,1,0,80,1960,Boroondara City Council,-37.8555,145.0518,Southern Metropolitan,10412,2016.2
Glen Iris,2,u,NA,S,Jellis,2016-06-27,9.2,3146,NA,NA,NA,NA,NA,NA,Boroondara City Council,NA,NA,Southern Metropolitan,10412,2016.2
Glen Iris,3,h,1420000,S,Buxton,2016-06-27,9.2,3146,3,1,2,615,607,1940,Boroondara City Council,-37.8578,145.0919,Southern Metropolitan,10412,2016.2
Glen Iris,4,h,NA,S,Marshall,2016-06-27,9.2,3146,NA,NA,NA,NA,NA,NA,Boroondara City Council,NA,NA,Southern Metropolitan,10412,2016.2
Glen Iris,4,h,NA,S,Jellis,2016-11-27,9.2,3146,NA,NA,NA,NA,NA,NA,Boroondara City Council,NA,NA,Southern Metropolitan,10412,2016.4
Glen Iris,3,t,1275000,VB,Jellis,2016-11-27,9.2,3146,NA,NA,NA,NA,NA,NA,Boroondara City Council,NA,NA,Southern Metropolitan,10412,2016.4
Glen Iris,3,h,1550000,S,Jellis,2016-11-27,9.2,3146,3,2,2,307,NA,NA,Boroondara City Council,-37.8531,145.086,Southern Metropolitan,10412,2016.4
Glen Iris,4,h,NA,S,Marshall,2016-11-27,9.2,3146,4,3,3,858,461,2006,Boroondara City Council,-37.8571,145.0646,Southern Metropolitan,10412,2016.4
Glen Iris,3,h,NA,S,hockingstuart,2016-11-27,9.2,3146,3,2,2,241,160,1980,Boroondara City Council,-37.8545,145.0448,Southern Metropolitan,10412,2016.4
Glen Iris,1,u,420000,VB,Jellis,2016-11-27,9.2,3146,1,1,1,805,NA,2011,Boroondara City Council,-37.8592,145.0484,Southern Metropolitan,10412,2016.4
Glen Iris,4,h,1920000,S,Marshall,2016-11-27,9.2,3146,4,2,2,706,NA,NA,Boroondara City Council,-37.8573,145.0904,Southern Metropolitan,10412,2016.4
Glen Iris,5,h,2100000,S,Jellis,2016-11-27,9.2,3146,5,3,2,696,NA,1989,Boroondara City Council,-37.8478,145.0566,Southern Metropolitan,10412,2016.4
Glen Iris,5,h,2410000,PI,Marshall,2016-11-27,9.2,3146,5,2,2,654,354,2015,Boroondara City Council,-37.8515,145.0922,Southern Metropolitan,10412,2016.4
Glen Iris,4,h,NA,SN,RT,2016-11-27,9.2,3146,4,3,2,608,215,1925,Boroondara City Council,-37.8472,145.0522,Southern Metropolitan,10412,2016.4
Glen Iris,3,h,NA,S,Jellis,2016-11-27,9.2,3146,3,1,2,705,166,1930,Boroondara City Council,-37.8579,145.0694,Southern Metropolitan,10412,2016.4
Glen Iris,2,u,NA,S,Jellis,2016-11-27,9.2,3146,2,1,1,1218,63,1970,Boroondara City Council,-37.8519,145.0426,Southern Metropolitan,10412,2016.4
Glen Iris,4,h,2100000,PI,Marshall,2016-11-27,9.2,3146,4,2,2,645,216,1930,Boroondara City Council,-37.8516,145.061,Southern Metropolitan,10412,2016.4
Glen Iris,4,h,NA,S,Jellis,2016-11-27,9.2,3146,4,2,2,654,290,2010,Boroondara City Council,-37.8602,145.0444,Southern Metropolitan,10412,2016.4
Glen Iris,4,h,2950000,S,Kay,2016-11-27,9.2,3146,4,2,2,1485,295,1966,Boroondara City Council,-37.8509,145.0856,Southern Metropolitan,10412,2016.4
Glen Iris,3,h,NA,S,Marshall,2016-05-28,9.2,3146,3,2,3,857,401,2006,Boroondara City Council,-37.8559,145.063,Southern Metropolitan,10412,2016.2
Glen Iris,2,u,390000,S,hockingstuart,2016-05-28,9.2,3146,2,1,1,0,NA,NA,Boroondara City Council,-37.8497,145.0466,Southern Metropolitan,10412,2016.2
Glen Iris,5,h,3365000,S,RT,2016-05-28,9.2,3146,5,2,2,1339,270,1925,Boroondara City Council,-37.8649,145.0547,Southern Metropolitan,10412,2016.2
Glen Iris,5,h,NA,S,Marshall,2016-05-28,9.2,3146,4,3,2,709,424,2000,Boroondara City Council,-37.8613,145.0494,Southern Metropolitan,10412,2016.2
Glen Iris,4,h,1390000,S,Noel,2016-05-28,9.2,3146,3,2,3,397,NA,NA,Boroondara City Council,-37.8578,145.068,Southern Metropolitan,10412,2016.2
Glen Iris,4,h,1802000,S,J,2016-05-28,9.2,3146,4,3,2,394,NA,1980,Boroondara City Council,-37.8523,145.0603,Southern Metropolitan,10412,2016.2
Glen Iris,4,h,NA,S,Jellis,2016-08-28,9.2,3146,NA,NA,NA,NA,NA,NA,Boroondara City Council,NA,NA,Southern Metropolitan,10412,2016.3
Glen Iris,3,h,1950000,S,Jellis,2016-08-28,9.2,3146,NA,NA,NA,NA,NA,NA,Boroondara City Council,NA,NA,Southern Metropolitan,10412,2016.3
Glen Iris,3,h,1310000,S,Marshall,2016-08-28,9.2,3146,3,1,2,464,NA,NA,Boroondara City Council,-37.8539,145.0702,Southern Metropolitan,10412,2016.3
Glen Iris,3,h,1931000,S,Jellis,2016-08-28,9.2,3146,3,2,2,648,193,1975,Boroondara City Council,-37.8547,145.0771,Southern Metropolitan,10412,2016.3
Glen Iris,4,h,1528800,S,hockingstuart,2016-08-28,9.2,3146,NA,NA,NA,NA,NA,NA,Boroondara City Council,NA,NA,Southern Metropolitan,10412,2016.3
Glen Iris,4,h,2000000,PI,RT,2016-08-28,9.2,3146,3,2,4,401,NA,NA,Boroondara City Council,-37.8583,145.0726,Southern Metropolitan,10412,2016.3
Glen Iris,2,h,1250000,S,Marshall,2016-08-28,9.2,3146,2,1,2,438,107,1910,Boroondara City Council,-37.8511,145.0428,Southern Metropolitan,10412,2016.3
Glen Iris,5,h,2400000,VB,Jellis,2016-07-30,9.2,3146,5,3,2,709,672,1930,Boroondara City Council,-37.8529,145.0806,Southern Metropolitan,10412,2016.3
Glen Iris,2,u,460000,PI,hockingstuart,2016-07-30,9.2,3146,2,1,1,0,NA,NA,Boroondara City Council,-37.8578,145.0537,Southern Metropolitan,10412,2016.3
Glen Iris,5,h,NA,S,Jellis,2016-07-30,9.2,3146,5,4,2,622,NA,NA,Boroondara City Council,-37.8602,145.0927,Southern Metropolitan,10412,2016.3
Glen Iris,2,h,1541000,S,Marshall,2016-07-30,9.2,3146,NA,NA,NA,NA,NA,NA,Boroondara City Council,NA,NA,Southern Metropolitan,10412,2016.3
Glenroy,3,t,585000,S,Stockdale,2016-09-03,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2016.3
Glenroy,3,h,610000,S,Ray,2016-09-03,13,3046,3,1,2,696,118,1960,Moreland City Council,-37.6972,144.9431,Northern Metropolitan,8870,2016.3
Glenroy,3,t,480000,VB,Brad,2016-09-03,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2016.3
Glenroy,3,h,681500,S,Barry,2016-09-03,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2016.3
Glenroy,3,h,640000,S,Nelson,2016-09-03,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2016.3
Glenroy,3,h,712000,S,Eview,2016-09-03,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2016.3
Glenroy,3,h,NA,S,Stockdale,2016-12-03,13,3046,3,1,2,623,NA,1960,Moreland City Council,-37.6992,144.9065,Northern Metropolitan,8870,2016.4
Glenroy,3,h,610000,S,Walshe,2016-12-03,13,3046,3,1,3,640,144,1960,Moreland City Council,-37.6979,144.9335,Northern Metropolitan,8870,2016.4
Glenroy,3,t,555000,SP,Stockdale,2016-12-03,13,3046,3,2,2,244,3,NA,Moreland City Council,-37.6969,144.9299,Northern Metropolitan,8870,2016.4
Glenroy,3,h,500000,S,Nelson,2016-12-03,13,3046,3,1,1,336,NA,NA,Moreland City Council,-37.7088,144.9356,Northern Metropolitan,8870,2016.4
Glenroy,3,h,800000,S,Stockdale,2016-12-03,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2016.4
Glenroy,3,h,806500,S,Barry,2016-12-03,13,3046,3,1,2,766,127,1965,Moreland City Council,-37.6988,144.9372,Northern Metropolitan,8870,2016.4
Glenroy,3,h,NA,PI,Barry,2016-12-03,13,3046,3,2,2,610,100,1960,Moreland City Council,-37.6984,144.9176,Northern Metropolitan,8870,2016.4
Glenroy,5,h,1150000,PI,Barry,2016-12-03,13,3046,5,3,2,700,NA,NA,Moreland City Council,-37.7095,144.9253,Northern Metropolitan,8870,2016.4
Glenroy,5,h,850000,PI,Barry,2017-03-04,13,3046,5,3,1,487,NA,NA,Moreland City Council,-37.7088,144.926,Northern Metropolitan,8870,2017.1
Glenroy,3,h,NA,SP,Nelson,2017-03-04,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2017.1
Glenroy,3,t,565000,S,YPA,2017-03-04,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2017.1
Glenroy,2,h,758000,S,Stockdale,2017-03-04,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2017.1
Glenroy,3,h,590000,S,Stockdale,2017-03-04,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2017.1
Glenroy,4,h,550000,VB,Peter,2017-03-04,13,3046,4,2,1,683,138,2017,Moreland City Council,-37.6964,144.9314,Northern Metropolitan,8870,2017.1
Glenroy,3,h,822000,S,Stockdale,2017-03-04,13,3046,3,1,4,700,105,1950,Moreland City Council,-37.6988,144.9438,Northern Metropolitan,8870,2017.1
Glenroy,3,h,NA,PN,Eview,2017-03-04,13,3046,3,1,0,680,122,1960,Moreland City Council,-37.7002,144.9193,Northern Metropolitan,8870,2017.1
Glenroy,3,h,980000,SP,Brad,2017-03-04,13,3046,3,2,3,1029,136,1950,Moreland City Council,-37.7115,144.9147,Northern Metropolitan,8870,2017.1
Glenroy,2,h,625000,SP,Barry,2017-03-04,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2017.1
Glenroy,3,h,645150,SP,Stockdale,2016-06-04,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2016.2
Glenroy,2,h,607000,S,Barry,2016-06-04,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2016.2
Glenroy,5,h,NA,PI,YPA,2016-06-04,13,3046,5,3,2,555,NA,NA,Moreland City Council,-37.7071,144.9051,Northern Metropolitan,8870,2016.2
Glenroy,3,h,670000,S,Stockdale,2016-08-06,13,3046,3,1,1,652,NA,NA,Moreland City Council,-37.7062,144.9261,Northern Metropolitan,8870,2016.3
Glenroy,2,u,430000,PI,Jason,2016-08-06,13,3046,2,1,1,164,100,2010,Moreland City Council,-37.7072,144.9252,Northern Metropolitan,8870,2016.3
Glenroy,2,h,852500,S,Barry,2016-08-06,13,3046,2,1,2,832,NA,NA,Moreland City Council,-37.7126,144.9122,Northern Metropolitan,8870,2016.3
Glenroy,4,h,1025000,S,Burnham,2016-08-06,13,3046,4,2,4,1011,NA,NA,Moreland City Council,-37.712,144.9127,Northern Metropolitan,8870,2016.3
Glenroy,2,h,540000,VB,Nelson,2016-05-07,13,3046,2,1,1,164,114,2010,Moreland City Council,-37.7082,144.9178,Northern Metropolitan,8870,2016.2
Glenroy,3,t,500000,SP,Stockdale,2016-05-07,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2016.2
Glenroy,3,h,625000,S,Barry,2016-05-07,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2016.2
Glenroy,5,h,665000,S,Barry,2016-11-07,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2016.4
Glenroy,2,h,530000,SP,Barry,2016-11-07,13,3046,2,1,2,643,NA,NA,Moreland City Council,-37.6978,144.9276,Northern Metropolitan,8870,2016.4
Glenroy,3,h,NA,PI,Barry,2016-11-07,13,3046,3,1,4,656,NA,NA,Moreland City Council,-37.6981,144.9048,Northern Metropolitan,8870,2016.4
Glenroy,3,h,721000,S,YPA,2016-10-08,13,3046,3,1,2,674,NA,1976,Moreland City Council,-37.7102,144.9362,Northern Metropolitan,8870,2016.4
Glenroy,3,h,737000,S,Stockdale,2016-10-08,13,3046,3,1,4,640,97,1950,Moreland City Council,-37.6986,144.9243,Northern Metropolitan,8870,2016.4
Glenroy,3,h,575500,S,hockingstuart,2016-10-08,13,3046,3,1,1,701,NA,NA,Moreland City Council,-37.6953,144.9397,Northern Metropolitan,8870,2016.4
Glenroy,3,h,600000,S,Barry,2016-10-08,13,3046,3,1,2,702,NA,NA,Moreland City Council,-37.6999,144.9387,Northern Metropolitan,8870,2016.4
Glenroy,3,h,460000,SP,Raine,2016-10-08,13,3046,3,2,2,224,3,1950,Moreland City Council,-37.702,144.9507,Northern Metropolitan,8870,2016.4
Glenroy,3,t,370000,PI,Walshe,2016-10-08,13,3046,3,2,1,259,NA,2003,Moreland City Council,-37.6977,144.9149,Northern Metropolitan,8870,2016.4
Glenroy,3,h,NA,SP,Stockdale,2016-09-10,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2016.3
Glenroy,3,h,691000,S,Stockdale,2016-09-10,13,3046,3,1,2,753,NA,NA,Moreland City Council,-37.7065,144.9374,Northern Metropolitan,8870,2016.3
Glenroy,3,h,500000,S,Nelson,2016-09-10,13,3046,3,1,1,589,NA,NA,Moreland City Council,-37.6993,144.9393,Northern Metropolitan,8870,2016.3
Glenroy,3,h,485000,S,Raine,2016-09-10,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2016.3
Glenroy,2,t,402000,S,Considine,2016-09-10,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2016.3
Glenroy,3,u,541000,SP,Brad,2016-09-10,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2016.3
Glenroy,3,t,545000,S,Barry,2016-09-10,13,3046,3,2,1,136,130,2014,Moreland City Council,-37.7112,144.9142,Northern Metropolitan,8870,2016.3
Glenroy,2,u,NA,SP,Peter,2016-09-10,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2016.3
Glenroy,2,t,455000,SP,Barry,2016-12-10,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2016.4
Glenroy,3,h,670000,PI,Brad,2016-12-10,13,3046,3,1,4,734,140,1960,Moreland City Council,-37.7007,144.9378,Northern Metropolitan,8870,2016.4
Glenroy,3,h,572000,S,Walshe,2016-12-10,13,3046,3,1,2,627,NA,NA,Moreland City Council,-37.6974,144.9326,Northern Metropolitan,8870,2016.4
Glenroy,4,h,702000,S,Eview,2016-12-10,13,3046,4,1,4,606,124,1956,Moreland City Council,-37.7104,144.9088,Northern Metropolitan,8870,2016.4
Glenroy,2,h,730000,S,Barry,2016-12-10,13,3046,2,1,1,705,115,1950,Moreland City Council,-37.706,144.9245,Northern Metropolitan,8870,2016.4
Glenroy,2,t,449000,S,Eview,2016-12-10,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2016.4
Glenroy,2,h,680000,S,Barry,2016-12-10,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2016.4
Glenroy,2,t,410000,PI,Melbourne,2016-12-10,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2016.4
Glenroy,3,h,711500,S,Stockdale,2016-12-10,13,3046,3,1,3,667,81,1950,Moreland City Council,-37.7005,144.9185,Northern Metropolitan,8870,2016.4
Glenroy,3,h,820000,VB,Nelson,2016-12-10,13,3046,3,2,4,805,NA,NA,Moreland City Council,-37.708,144.9211,Northern Metropolitan,8870,2016.4
Glenroy,5,h,810000,S,Stockdale,2017-03-11,13,3046,5,4,4,695,176,1950,Moreland City Council,-37.7028,144.9377,Northern Metropolitan,8870,2017.1
Glenroy,3,t,580000,S,Melbourne,2017-03-11,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2017.1
Glenroy,2,h,438000,S,Ray,2016-06-12,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2016.2
Glenroy,2,u,NA,VB,Stockdale,2016-11-12,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2016.4
Glenroy,2,u,250000,SP,Barry,2016-11-12,13,3046,2,1,1,0,61,1970,Moreland City Council,-37.711,144.9178,Northern Metropolitan,8870,2016.4
Glenroy,3,t,460000,S,Eview,2016-11-12,13,3046,3,1,1,325,106,1970,Moreland City Council,-37.7001,144.9291,Northern Metropolitan,8870,2016.4
Glenroy,4,h,835000,S,Stockdale,2016-11-12,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2016.4
Glenroy,3,t,550000,SP,Brad,2016-11-12,13,3046,NA,NA,NA,NA,NA,NA,Moreland City Council,NA,NA,Northern Metropolitan,8870,2016.4
Glenroy,3,h,793000,S,Eview,2016-11-12,13,3046,3,1,2,780,120,1960,Moreland City Council,-37.7,144.9427,Northern Metropolitan,8870,2016.4
